PERMNO,date,TICKER,COMNAM,PRC,CFACPR
14541,19830831,SD,STANDARD OIL CO CALIFORNIA,36.87500,4
14541,19830930,SD,STANDARD OIL CO CALIFORNIA,35.62500,4
14541,19831031,SD,STANDARD OIL CO CALIFORNIA,35.25000,4
14541,19831130,SD,STANDARD OIL CO CALIFORNIA,34.62500,4
14541,19831230,SD,STANDARD OIL CO CALIFORNIA,34.62500,4
14541,19840131,SD,STANDARD OIL CO CALIFORNIA,36.62500,4
14541,19840229,SD,STANDARD OIL CO CALIFORNIA,37.00000,4
14541,19840330,SD,STANDARD OIL CO CALIFORNIA,37.37500,4
14541,19840430,CHV,CHEVRON CORP,39.62500,4
14541,19840531,CHV,CHEVRON CORP,37.25000,4
14541,19840629,CHV,CHEVRON CORP,35.00000,4
14541,19840731,CHV,CHEVRON CORP,31.50000,4
14541,19840831,CHV,CHEVRON CORP,36.25000,4
14541,19840928,CHV,CHEVRON CORP,36.37500,4
14541,19841031,CHV,CHEVRON CORP,32.75000,4
14541,19841130,CHV,CHEVRON CORP,33.12500,4
14541,19841231,CHV,CHEVRON CORP,31.25000,4
14541,19850131,CHV,CHEVRON CORP,34.25000,4
14541,19850228,CHV,CHEVRON CORP,34.62500,4
14541,19850329,CHV,CHEVRON CORP,34.87500,4
14541,19850430,CHV,CHEVRON CORP,37.12500,4
14541,19850531,CHV,CHEVRON CORP,35.75000,4
14541,19850628,CHV,CHEVRON CORP,37.37500,4
14541,19850731,CHV,CHEVRON CORP,36.75000,4
14541,19850830,CHV,CHEVRON CORP,37.62500,4
14541,19850930,CHV,CHEVRON CORP,37.00000,4
14541,19851031,CHV,CHEVRON CORP,39.12500,4
14541,19851129,CHV,CHEVRON CORP,38.25000,4
14541,19851231,CHV,CHEVRON CORP,38.12500,4
14541,19860131,CHV,CHEVRON CORP,36.50000,4
14541,19860228,CHV,CHEVRON CORP,36.75000,4
14541,19860331,CHV,CHEVRON CORP,36.50000,4
14541,19860430,CHV,CHEVRON CORP,38.50000,4
14541,19860530,CHV,CHEVRON CORP,40.00000,4
14541,19860630,CHV,CHEVRON CORP,38.37500,4
14541,19860731,CHV,CHEVRON CORP,36.12500,4
14541,19860829,CHV,CHEVRON CORP,44.25000,4
14541,19860930,CHV,CHEVRON CORP,44.00000,4
14541,19861031,CHV,CHEVRON CORP,44.62500,4
14541,19861128,CHV,CHEVRON CORP,47.37500,4
14541,19861231,CHV,CHEVRON CORP,45.37500,4
14541,19870130,CHV,CHEVRON CORP,53.00000,4
14541,19870227,CHV,CHEVRON CORP,49.50000,4
14541,19870331,CHV,CHEVRON CORP,56.12500,4
14541,19870430,CHV,CHEVRON CORP,58.00000,4
14541,19870529,CHV,CHEVRON CORP,58.37500,4
14541,19870630,CHV,CHEVRON CORP,62.00000,4
14541,19870731,CHV,CHEVRON CORP,60.50000,4
14541,19870831,CHV,CHEVRON CORP,58.50000,4
14541,19870930,CHV,CHEVRON CORP,53.87500,4
14541,19871030,CHV,CHEVRON CORP,44.37500,4
14541,19871130,CHV,CHEVRON CORP,36.50000,4
14541,19871231,CHV,CHEVRON CORP,39.62500,4
14541,19880129,CHV,CHEVRON CORP,44.87500,4
14541,19880229,CHV,CHEVRON CORP,44.25000,4
14541,19880331,CHV,CHEVRON CORP,46.50000,4
14541,19880429,CHV,CHEVRON CORP,48.12500,4
14541,19880531,CHV,CHEVRON CORP,49.25000,4
14541,19880630,CHV,CHEVRON CORP,45.37500,4
14541,19880729,CHV,CHEVRON CORP,48.50000,4
14541,19880831,CHV,CHEVRON CORP,44.50000,4
14541,19880930,CHV,CHEVRON CORP,43.62500,4
14541,19881031,CHV,CHEVRON CORP,46.87500,4
14541,19881130,CHV,CHEVRON CORP,45.75000,4
14541,19881230,CHV,CHEVRON CORP,45.75000,4
14541,19890131,CHV,CHEVRON CORP,49.62500,4
14541,19890228,CHV,CHEVRON CORP,48.50000,4
14541,19890331,CHV,CHEVRON CORP,52.75000,4
14541,19890428,CHV,CHEVRON CORP,54.25000,4
14541,19890531,CHV,CHEVRON CORP,55.25000,4
14541,19890630,CHV,CHEVRON CORP,54.00000,4
14541,19890731,CHV,CHEVRON CORP,54.50000,4
14541,19890831,CHV,CHEVRON CORP,56.25000,4
14541,19890929,CHV,CHEVRON CORP,61.00000,4
14541,19891031,CHV,CHEVRON CORP,68.25000,4
14541,19891130,CHV,CHEVRON CORP,68.62500,4
14541,19891229,CHV,CHEVRON CORP,67.75000,4
17830,19791231,UTX,UNITED TECHNOLOGIES CORP,43.00000,16
17830,19800131,UTX,UNITED TECHNOLOGIES CORP,49.87500,16
17830,19800229,UTX,UNITED TECHNOLOGIES CORP,46.62500,16
17830,19800331,UTX,UNITED TECHNOLOGIES CORP,41.25000,16
17830,19800430,UTX,UNITED TECHNOLOGIES CORP,42.12500,16
17830,19800530,UTX,UNITED TECHNOLOGIES CORP,42.75000,16
17830,19800630,UTX,UNITED TECHNOLOGIES CORP,41.87500,16
17830,19800731,UTX,UNITED TECHNOLOGIES CORP,48.50000,16
17830,19800829,UTX,UNITED TECHNOLOGIES CORP,49.37500,16
17830,19800930,UTX,UNITED TECHNOLOGIES CORP,51.00000,16
17830,19801031,UTX,UNITED TECHNOLOGIES CORP,49.87500,16
17830,19801128,UTX,UNITED TECHNOLOGIES CORP,61.37500,16
17830,19801231,UTX,UNITED TECHNOLOGIES CORP,61.00000,16
17830,19810130,UTX,UNITED TECHNOLOGIES CORP,55.25000,16
17830,19810227,UTX,UNITED TECHNOLOGIES CORP,55.87500,16
17830,19810331,UTX,UNITED TECHNOLOGIES CORP,56.25000,16
17830,19810430,UTX,UNITED TECHNOLOGIES CORP,59.25000,16
17830,19810529,UTX,UNITED TECHNOLOGIES CORP,57.87500,16
17830,19810630,UTX,UNITED TECHNOLOGIES CORP,55.37500,16
17830,19810731,UTX,UNITED TECHNOLOGIES CORP,50.62500,16
17830,19810831,UTX,UNITED TECHNOLOGIES CORP,45.25000,16
17830,19810930,UTX,UNITED TECHNOLOGIES CORP,44.37500,16
17830,19811030,UTX,UNITED TECHNOLOGIES CORP,45.37500,16
17830,19811130,UTX,UNITED TECHNOLOGIES CORP,43.12500,16
17830,19811231,UTX,UNITED TECHNOLOGIES CORP,41.75000,16
17830,19820129,UTX,UNITED TECHNOLOGIES CORP,40.00000,16
17830,19820226,UTX,UNITED TECHNOLOGIES CORP,35.87500,16
17830,19820331,UTX,UNITED TECHNOLOGIES CORP,36.50000,16
17830,19820430,UTX,UNITED TECHNOLOGIES CORP,37.25000,16
17830,19820528,UTX,UNITED TECHNOLOGIES CORP,37.75000,16
17830,19820630,UTX,UNITED TECHNOLOGIES CORP,39.25000,16
17830,19820730,UTX,UNITED TECHNOLOGIES CORP,41.62500,16
17830,19820831,UTX,UNITED TECHNOLOGIES CORP,47.75000,16
17830,19820930,UTX,UNITED TECHNOLOGIES CORP,46.25000,16
17830,19821029,UTX,UNITED TECHNOLOGIES CORP,53.50000,16
17830,19821130,UTX,UNITED TECHNOLOGIES CORP,55.25000,16
17830,19821231,UTX,UNITED TECHNOLOGIES CORP,56.62500,16
17830,19830131,UTX,UNITED TECHNOLOGIES CORP,61.37500,16
17830,19830228,UTX,UNITED TECHNOLOGIES CORP,66.87500,16
17830,19830331,UTX,UNITED TECHNOLOGIES CORP,67.25000,16
17830,19830429,UTX,UNITED TECHNOLOGIES CORP,72.75000,16
17830,19830531,UTX,UNITED TECHNOLOGIES CORP,68.12500,16
17830,19830630,UTX,UNITED TECHNOLOGIES CORP,73.37500,16
17830,19830729,UTX,UNITED TECHNOLOGIES CORP,67.00000,16
17830,19830831,UTX,UNITED TECHNOLOGIES CORP,68.00000,16
17830,19830930,UTX,UNITED TECHNOLOGIES CORP,69.25000,16
17830,19831031,UTX,UNITED TECHNOLOGIES CORP,64.75000,16
17830,19831130,UTX,UNITED TECHNOLOGIES CORP,72.75000,16
17830,19831230,UTX,UNITED TECHNOLOGIES CORP,72.50000,16
17830,19840131,UTX,UNITED TECHNOLOGIES CORP,69.25000,16
17830,19840229,UTX,UNITED TECHNOLOGIES CORP,60.25000,16
17830,19840330,UTX,UNITED TECHNOLOGIES CORP,62.37500,16
17830,19840430,UTX,UNITED TECHNOLOGIES CORP,64.62500,16
17830,19840531,UTX,UNITED TECHNOLOGIES CORP,62.50000,16
17830,19840629,UTX,UNITED TECHNOLOGIES CORP,32.50000,8
17830,19840731,UTX,UNITED TECHNOLOGIES CORP,34.75000,8
17830,19840831,UTX,UNITED TECHNOLOGIES CORP,38.62500,8
17830,19840928,UTX,UNITED TECHNOLOGIES CORP,37.25000,8
17830,19841031,UTX,UNITED TECHNOLOGIES CORP,39.75000,8
17830,19841130,UTX,UNITED TECHNOLOGIES CORP,35.87500,8
17830,19841231,UTX,UNITED TECHNOLOGIES CORP,36.25000,8
17830,19850131,UTX,UNITED TECHNOLOGIES CORP,42.87500,8
17830,19850228,UTX,UNITED TECHNOLOGIES CORP,41.87500,8
17830,19850329,UTX,UNITED TECHNOLOGIES CORP,40.87500,8
17830,19850430,UTX,UNITED TECHNOLOGIES CORP,38.12500,8
17830,19850531,UTX,UNITED TECHNOLOGIES CORP,43.75000,8
17830,19850628,UTX,UNITED TECHNOLOGIES CORP,41.50000,8
17830,19850731,UTX,UNITED TECHNOLOGIES CORP,41.50000,8
17830,19850830,UTX,UNITED TECHNOLOGIES CORP,40.12500,8
17830,19850930,UTX,UNITED TECHNOLOGIES CORP,37.25000,8
17830,19851031,UTX,UNITED TECHNOLOGIES CORP,40.37500,8
17830,19851129,UTX,UNITED TECHNOLOGIES CORP,42.00000,8
17830,19851231,UTX,UNITED TECHNOLOGIES CORP,43.75000,8
17830,19860131,UTX,UNITED TECHNOLOGIES CORP,46.87500,8
17830,19860228,UTX,UNITED TECHNOLOGIES CORP,53.25000,8
17830,19860331,UTX,UNITED TECHNOLOGIES CORP,53.62500,8
17830,19860430,UTX,UNITED TECHNOLOGIES CORP,50.50000,8
17830,19860530,UTX,UNITED TECHNOLOGIES CORP,50.50000,8
17830,19860630,UTX,UNITED TECHNOLOGIES CORP,49.50000,8
17830,19860731,UTX,UNITED TECHNOLOGIES CORP,41.12500,8
17830,19860829,UTX,UNITED TECHNOLOGIES CORP,45.87500,8
17830,19860930,UTX,UNITED TECHNOLOGIES CORP,42.25000,8
17830,19861031,UTX,UNITED TECHNOLOGIES CORP,42.87500,8
17830,19861128,UTX,UNITED TECHNOLOGIES CORP,44.62500,8
17830,19861231,UTX,UNITED TECHNOLOGIES CORP,46.00000,8
17830,19870130,UTX,UNITED TECHNOLOGIES CORP,49.37500,8
17830,19870227,UTX,UNITED TECHNOLOGIES CORP,54.62500,8
17830,19870331,UTX,UNITED TECHNOLOGIES CORP,50.87500,8
17830,19870430,UTX,UNITED TECHNOLOGIES CORP,46.25000,8
17830,19870529,UTX,UNITED TECHNOLOGIES CORP,45.50000,8
17830,19870630,UTX,UNITED TECHNOLOGIES CORP,52.25000,8
17830,19870731,UTX,UNITED TECHNOLOGIES CORP,57.75000,8
17830,19870831,UTX,UNITED TECHNOLOGIES CORP,57.62500,8
17830,19870930,UTX,UNITED TECHNOLOGIES CORP,58.00000,8
17830,19871030,UTX,UNITED TECHNOLOGIES CORP,35.25000,8
17830,19871130,UTX,UNITED TECHNOLOGIES CORP,31.62500,8
17830,19871231,UTX,UNITED TECHNOLOGIES CORP,33.87500,8
17830,19880129,UTX,UNITED TECHNOLOGIES CORP,38.37500,8
17830,19880229,UTX,UNITED TECHNOLOGIES CORP,40.75000,8
17830,19880331,UTX,UNITED TECHNOLOGIES CORP,39.00000,8
17830,19880429,UTX,UNITED TECHNOLOGIES CORP,38.87500,8
17830,19880531,UTX,UNITED TECHNOLOGIES CORP,37.50000,8
17830,19880630,UTX,UNITED TECHNOLOGIES CORP,38.50000,8
17830,19880729,UTX,UNITED TECHNOLOGIES CORP,37.50000,8
17830,19880831,UTX,UNITED TECHNOLOGIES CORP,36.75000,8
17830,19880930,UTX,UNITED TECHNOLOGIES CORP,39.87500,8
17830,19881031,UTX,UNITED TECHNOLOGIES CORP,41.62500,8
17830,19881130,UTX,UNITED TECHNOLOGIES CORP,40.12500,8
17830,19881230,UTX,UNITED TECHNOLOGIES CORP,41.12500,8
17830,19890131,UTX,UNITED TECHNOLOGIES CORP,44.12500,8
17830,19890228,UTX,UNITED TECHNOLOGIES CORP,43.75000,8
17830,19890331,UTX,UNITED TECHNOLOGIES CORP,45.50000,8
17830,19890428,UTX,UNITED TECHNOLOGIES CORP,52.00000,8
17830,19890531,UTX,UNITED TECHNOLOGIES CORP,51.37500,8
17830,19890630,UTX,UNITED TECHNOLOGIES CORP,50.25000,8
17830,19890731,UTX,UNITED TECHNOLOGIES CORP,54.87500,8
17830,19890831,UTX,UNITED TECHNOLOGIES CORP,55.75000,8
17830,19890929,UTX,UNITED TECHNOLOGIES CORP,55.62500,8
17830,19891031,UTX,UNITED TECHNOLOGIES CORP,53.37500,8
17830,19891130,UTX,UNITED TECHNOLOGIES CORP,51.75000,8
17830,19891229,UTX,UNITED TECHNOLOGIES CORP,54.25000,8
18163,19791231,PG,PROCTER & GAMBLE CO,74.25000,32.263817
18163,19800131,PG,PROCTER & GAMBLE CO,72.12500,32.263817
18163,19800229,PG,PROCTER & GAMBLE CO,71.25000,32.263817
18163,19800331,PG,PROCTER & GAMBLE CO,67.75000,32.263817
18163,19800430,PG,PROCTER & GAMBLE CO,71.50000,32.263817
18163,19800530,PG,PROCTER & GAMBLE CO,77.87500,32.263817
18163,19800630,PG,PROCTER & GAMBLE CO,73.75000,32.263817
18163,19800731,PG,PROCTER & GAMBLE CO,80.50000,32.263817
18163,19800829,PG,PROCTER & GAMBLE CO,78.50000,32.263817
18163,19800930,PG,PROCTER & GAMBLE CO,71.50000,32.263817
18163,19801031,PG,PROCTER & GAMBLE CO,67.62500,32.263817
18163,19801128,PG,PROCTER & GAMBLE CO,70.37500,32.263817
18163,19801231,PG,PROCTER & GAMBLE CO,68.87500,32.263817
18163,19810130,PG,PROCTER & GAMBLE CO,67.00000,32.263817
18163,19810227,PG,PROCTER & GAMBLE CO,71.37500,32.263817
18163,19810331,PG,PROCTER & GAMBLE CO,70.50000,32.263817
18163,19810430,PG,PROCTER & GAMBLE CO,71.75000,32.263817
18163,19810529,PG,PROCTER & GAMBLE CO,70.50000,32.263817
18163,19810630,PG,PROCTER & GAMBLE CO,75.75000,32.263817
18163,19810731,PG,PROCTER & GAMBLE CO,72.62500,32.263817
18163,19810831,PG,PROCTER & GAMBLE CO,69.37500,32.263817
18163,19810930,PG,PROCTER & GAMBLE CO,73.75000,32.263817
18163,19811030,PG,PROCTER & GAMBLE CO,78.25000,32.263817
18163,19811130,PG,PROCTER & GAMBLE CO,80.25000,32.263817
18163,19811231,PG,PROCTER & GAMBLE CO,80.37500,32.263817
18163,19820129,PG,PROCTER & GAMBLE CO,85.25000,32.263817
18163,19820226,PG,PROCTER & GAMBLE CO,83.25000,32.263817
18163,19820331,PG,PROCTER & GAMBLE CO,82.75000,32.263817
18163,19820430,PG,PROCTER & GAMBLE CO,85.62500,32.263817
18163,19820528,PG,PROCTER & GAMBLE CO,83.87500,32.263817
18163,19820630,PG,PROCTER & GAMBLE CO,83.00000,32.263817
18163,19820730,PG,PROCTER & GAMBLE CO,85.12500,32.263817
18163,19820831,PG,PROCTER & GAMBLE CO,95.12500,32.263817
18163,19820930,PG,PROCTER & GAMBLE CO,98.00000,32.263817
18163,19821029,PG,PROCTER & GAMBLE CO,106.12500,32.263817
18163,19821130,PG,PROCTER & GAMBLE CO,118.87500,32.263817
18163,19821231,PG,PROCTER & GAMBLE CO,118.25000,32.263817
18163,19830131,PG,PROCTER & GAMBLE CO,112.50000,32.263817
18163,19830228,PG,PROCTER & GAMBLE CO,57.12500,16.131908
18163,19830331,PG,PROCTER & GAMBLE CO,60.75000,16.131908
18163,19830429,PG,PROCTER & GAMBLE CO,60.12500,16.131908
18163,19830531,PG,PROCTER & GAMBLE CO,53.87500,16.131908
18163,19830630,PG,PROCTER & GAMBLE CO,55.12500,16.131908
18163,19830729,PG,PROCTER & GAMBLE CO,51.75000,16.131908
18163,19830831,PG,PROCTER & GAMBLE CO,53.50000,16.131908
18163,19830930,PG,PROCTER & GAMBLE CO,55.62500,16.131908
18163,19831031,PG,PROCTER & GAMBLE CO,55.50000,16.131908
18163,19831130,PG,PROCTER & GAMBLE CO,59.25000,16.131908
18163,19831230,PG,PROCTER & GAMBLE CO,56.87500,16.131908
18163,19840131,PG,PROCTER & GAMBLE CO,50.50000,16.131908
18163,19840229,PG,PROCTER & GAMBLE CO,47.12500,16.131908
18163,19840330,PG,PROCTER & GAMBLE CO,48.25000,16.131908
18163,19840430,PG,PROCTER & GAMBLE CO,47.37500,16.131908
18163,19840531,PG,PROCTER & GAMBLE CO,49.25000,16.131908
18163,19840629,PG,PROCTER & GAMBLE CO,52.37500,16.131908
18163,19840731,PG,PROCTER & GAMBLE CO,52.62500,16.131908
18163,19840831,PG,PROCTER & GAMBLE CO,56.00000,16.131908
18163,19840928,PG,PROCTER & GAMBLE CO,55.87500,16.131908
18163,19841031,PG,PROCTER & GAMBLE CO,58.00000,16.131908
18163,19841130,PG,PROCTER & GAMBLE CO,57.75000,16.131908
18163,19841231,PG,PROCTER & GAMBLE CO,57.00000,16.131908
18163,19850131,PG,PROCTER & GAMBLE CO,56.25000,16.131908
18163,19850228,PG,PROCTER & GAMBLE CO,56.87500,16.131908
18163,19850329,PG,PROCTER & GAMBLE CO,55.50000,16.131908
18163,19850430,PG,PROCTER & GAMBLE CO,52.12500,16.131908
18163,19850531,PG,PROCTER & GAMBLE CO,53.87500,16.131908
18163,19850628,PG,PROCTER & GAMBLE CO,56.25000,16.131908
18163,19850731,PG,PROCTER & GAMBLE CO,57.25000,16.131908
18163,19850830,PG,PROCTER & GAMBLE CO,57.50000,16.131908
18163,19850930,PG,PROCTER & GAMBLE CO,56.37500,16.131908
18163,19851031,PG,PROCTER & GAMBLE CO,63.37500,16.131908
18163,19851129,PG,PROCTER & GAMBLE CO,67.12500,16.131908
18163,19851231,PG,PROCTER & GAMBLE CO,69.75000,16.131908
18163,19860131,PG,PROCTER & GAMBLE CO,65.87500,16.131908
18163,19860228,PG,PROCTER & GAMBLE CO,69.00000,16.131908
18163,19860331,PG,PROCTER & GAMBLE CO,73.62500,16.131908
18163,19860430,PG,PROCTER & GAMBLE CO,73.50000,16.131908
18163,19860530,PG,PROCTER & GAMBLE CO,77.87500,16.131908
18163,19860630,PG,PROCTER & GAMBLE CO,80.12500,16.131908
18163,19860731,PG,PROCTER & GAMBLE CO,77.37500,16.131908
18163,19860829,PG,PROCTER & GAMBLE CO,80.00000,16.131908
18163,19860930,PG,PROCTER & GAMBLE CO,67.75000,16.131908
18163,19861031,PG,PROCTER & GAMBLE CO,75.00000,16.131908
18163,19861128,PG,PROCTER & GAMBLE CO,77.75000,16.131908
18163,19861231,PG,PROCTER & GAMBLE CO,76.37500,16.131908
18163,19870130,PG,PROCTER & GAMBLE CO,88.00000,16.131908
18163,19870227,PG,PROCTER & GAMBLE CO,86.75000,16.131908
18163,19870331,PG,PROCTER & GAMBLE CO,92.00000,16.131908
18163,19870430,PG,PROCTER & GAMBLE CO,84.75000,16.131908
18163,19870529,PG,PROCTER & GAMBLE CO,91.50000,16.131908
18163,19870630,PG,PROCTER & GAMBLE CO,98.00000,16.131908
18163,19870731,PG,PROCTER & GAMBLE CO,93.12500,16.131908
18163,19870831,PG,PROCTER & GAMBLE CO,102.87500,16.131908
18163,19870930,PG,PROCTER & GAMBLE CO,101.00000,16.131908
18163,19871030,PG,PROCTER & GAMBLE CO,88.25000,16.131908
18163,19871130,PG,PROCTER & GAMBLE CO,81.37500,16.131908
18163,19871231,PG,PROCTER & GAMBLE CO,85.37500,16.131908
18163,19880129,PG,PROCTER & GAMBLE CO,84.87500,16.131908
18163,19880229,PG,PROCTER & GAMBLE CO,84.25000,16.131908
18163,19880331,PG,PROCTER & GAMBLE CO,77.87500,16.131908
18163,19880429,PG,PROCTER & GAMBLE CO,77.12500,16.131908
18163,19880531,PG,PROCTER & GAMBLE CO,76.37500,16.131908
18163,19880630,PG,PROCTER & GAMBLE CO,77.50000,16.131908
18163,19880729,PG,PROCTER & GAMBLE CO,75.12500,16.131908
18163,19880831,PG,PROCTER & GAMBLE CO,74.62500,16.131908
18163,19880930,PG,PROCTER & GAMBLE CO,80.00000,16.131908
18163,19881031,PG,PROCTER & GAMBLE CO,82.62500,16.131908
18163,19881130,PG,PROCTER & GAMBLE CO,81.87500,16.131908
18163,19881230,PG,PROCTER & GAMBLE CO,87.00000,16.131908
18163,19890131,PG,PROCTER & GAMBLE CO,92.12500,16.131908
18163,19890228,PG,PROCTER & GAMBLE CO,88.62500,16.131908
18163,19890331,PG,PROCTER & GAMBLE CO,92.50000,16.131908
18163,19890428,PG,PROCTER & GAMBLE CO,95.62500,16.131908
18163,19890531,PG,PROCTER & GAMBLE CO,102.75000,16.131908
18163,19890630,PG,PROCTER & GAMBLE CO,108.37500,16.131908
18163,19890731,PG,PROCTER & GAMBLE CO,119.37500,16.131908
18163,19890831,PG,PROCTER & GAMBLE CO,128.50000,16.131908
18163,19890929,PG,PROCTER & GAMBLE CO,120.00000,16.131908
18163,19891031,PG,PROCTER & GAMBLE CO,129.12500,16.131908
18163,19891130,PG,PROCTER & GAMBLE CO,64.75000,8.065954
18163,19891229,PG,PROCTER & GAMBLE CO,70.25000,8.065954
19561,19791231,BA,BOEING CO,50.62500,10.125
19561,19800131,BA,BOEING CO,65.50000,10.125
19561,19800229,BA,BOEING CO,60.25000,10.125
19561,19800331,BA,BOEING CO,53.25000,10.125
19561,19800430,BA,BOEING CO,36.50000,6.75
19561,19800530,BA,BOEING CO,34.37500,6.75
19561,19800630,BA,BOEING CO,35.00000,6.75
19561,19800731,BA,BOEING CO,38.25000,6.75
19561,19800829,BA,BOEING CO,38.00000,6.75
19561,19800930,BA,BOEING CO,38.50000,6.75
19561,19801031,BA,BOEING CO,36.00000,6.75
19561,19801128,BA,BOEING CO,38.25000,6.75
19561,19801231,BA,BOEING CO,44.12500,6.75
19561,19810130,BA,BOEING CO,39.75000,6.75
19561,19810227,BA,BOEING CO,35.00000,6.75
19561,19810331,BA,BOEING CO,35.12500,6.75
19561,19810430,BA,BOEING CO,34.00000,6.75
19561,19810529,BA,BOEING CO,32.50000,6.75
19561,19810630,BA,BOEING CO,30.62500,6.75
19561,19810731,BA,BOEING CO,27.62500,6.75
19561,19810831,BA,BOEING CO,23.00000,6.75
19561,19810930,BA,BOEING CO,24.12500,6.75
19561,19811030,BA,BOEING CO,26.00000,6.75
19561,19811130,BA,BOEING CO,22.87500,6.75
19561,19811231,BA,BOEING CO,22.50000,6.75
19561,19820129,BA,BOEING CO,21.50000,6.75
19561,19820226,BA,BOEING CO,18.75000,6.75
19561,19820331,BA,BOEING CO,17.50000,6.75
19561,19820430,BA,BOEING CO,19.12500,6.75
19561,19820528,BA,BOEING CO,17.00000,6.75
19561,19820630,BA,BOEING CO,15.50000,6.75
19561,19820730,BA,BOEING CO,16.00000,6.75
19561,19820831,BA,BOEING CO,23.75000,6.75
19561,19820930,BA,BOEING CO,20.75000,6.75
19561,19821029,BA,BOEING CO,27.37500,6.75
19561,19821130,BA,BOEING CO,32.37500,6.75
19561,19821231,BA,BOEING CO,33.87500,6.75
19561,19830131,BA,BOEING CO,36.50000,6.75
19561,19830228,BA,BOEING CO,36.62500,6.75
19561,19830331,BA,BOEING CO,40.00000,6.75
19561,19830429,BA,BOEING CO,38.25000,6.75
19561,19830531,BA,BOEING CO,40.00000,6.75
19561,19830630,BA,BOEING CO,45.75000,6.75
19561,19830729,BA,BOEING CO,41.62500,6.75
19561,19830831,BA,BOEING CO,37.87500,6.75
19561,19830930,BA,BOEING CO,39.50000,6.75
19561,19831031,BA,BOEING CO,38.12500,6.75
19561,19831130,BA,BOEING CO,45.62500,6.75
19561,19831230,BA,BOEING CO,43.75000,6.75
19561,19840131,BA,BOEING CO,44.50000,6.75
19561,19840229,BA,BOEING CO,43.12500,6.75
19561,19840330,BA,BOEING CO,38.12500,6.75
19561,19840430,BA,BOEING CO,37.50000,6.75
19561,19840531,BA,BOEING CO,39.00000,6.75
19561,19840629,BA,BOEING CO,43.75000,6.75
19561,19840731,BA,BOEING CO,46.87500,6.75
19561,19840831,BA,BOEING CO,53.50000,6.75
19561,19840928,BA,BOEING CO,53.87500,6.75
19561,19841031,BA,BOEING CO,57.75000,6.75
19561,19841130,BA,BOEING CO,54.00000,6.75
19561,19841231,BA,BOEING CO,56.62500,6.75
19561,19850131,BA,BOEING CO,62.37500,6.75
19561,19850228,BA,BOEING CO,65.50000,6.75
19561,19850329,BA,BOEING CO,62.50000,6.75
19561,19850430,BA,BOEING CO,60.37500,6.75
19561,19850531,BA,BOEING CO,66.50000,6.75
19561,19850628,BA,BOEING CO,44.75000,4.5
19561,19850731,BA,BOEING CO,48.25000,4.5
19561,19850830,BA,BOEING CO,48.12500,4.5
19561,19850930,BA,BOEING CO,45.37500,4.5
19561,19851031,BA,BOEING CO,45.87500,4.5
19561,19851129,BA,BOEING CO,49.12500,4.5
19561,19851231,BA,BOEING CO,52.25000,4.5
19561,19860131,BA,BOEING CO,48.25000,4.5
19561,19860228,BA,BOEING CO,53.37500,4.5
19561,19860331,BA,BOEING CO,57.00000,4.5
19561,19860430,BA,BOEING CO,56.25000,4.5
19561,19860530,BA,BOEING CO,58.25000,4.5
19561,19860630,BA,BOEING CO,63.00000,4.5
19561,19860731,BA,BOEING CO,59.12500,4.5
19561,19860829,BA,BOEING CO,60.12500,4.5
19561,19860930,BA,BOEING CO,53.37500,4.5
19561,19861031,BA,BOEING CO,52.87500,4.5
19561,19861128,BA,BOEING CO,51.00000,4.5
19561,19861231,BA,BOEING CO,51.12500,4.5
19561,19870130,BA,BOEING CO,50.25000,4.5
19561,19870227,BA,BOEING CO,54.25000,4.5
19561,19870331,BA,BOEING CO,51.87500,4.5
19561,19870430,BA,BOEING CO,44.50000,4.5
19561,19870529,BA,BOEING CO,45.25000,4.5
19561,19870630,BA,BOEING CO,46.87500,4.5
19561,19870731,BA,BOEING CO,53.00000,4.5
19561,19870831,BA,BOEING CO,52.75000,4.5
19561,19870930,BA,BOEING CO,50.87500,4.5
19561,19871030,BA,BOEING CO,38.62500,4.5
19561,19871130,BA,BOEING CO,34.37500,4.5
19561,19871231,BA,BOEING CO,37.00000,4.5
19561,19880129,BA,BOEING CO,45.75000,4.5
19561,19880229,BA,BOEING CO,47.50000,4.5
19561,19880331,BA,BOEING CO,46.50000,4.5
19561,19880429,BA,BOEING CO,48.00000,4.5
19561,19880531,BA,BOEING CO,55.00000,4.5
19561,19880630,BA,BOEING CO,58.75000,4.5
19561,19880729,BA,BOEING CO,60.50000,4.5
19561,19880831,BA,BOEING CO,59.00000,4.5
19561,19880930,BA,BOEING CO,64.12500,4.5
19561,19881031,BA,BOEING CO,64.87500,4.5
19561,19881130,BA,BOEING CO,62.00000,4.5
19561,19881230,BA,BOEING CO,60.62500,4.5
19561,19890131,BA,BOEING CO,63.37500,4.5
19561,19890228,BA,BOEING CO,61.87500,4.5
19561,19890331,BA,BOEING CO,68.25000,4.5
19561,19890428,BA,BOEING CO,75.87500,4.5
19561,19890531,BA,BOEING CO,80.37500,4.5
19561,19890630,BA,BOEING CO,48.00000,3
19561,19890731,BA,BOEING CO,52.37500,3
19561,19890831,BA,BOEING CO,54.75000,3
19561,19890929,BA,BOEING CO,57.00000,3
19561,19891031,BA,BOEING CO,56.25000,3
19561,19891130,BA,BOEING CO,60.00000,3
19561,19891229,BA,BOEING CO,59.37500,3
