Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,75.070000,77.070000,74.099998,76.070000,66.293297,4383800
2011-02-01,76.650002,80.550003,76.650002,79.209999,69.029724,3973700
2011-03-01,79.529999,80.669998,75.120003,80.550003,70.197540,6438600
2011-04-01,81.169998,82.839996,78.519997,82.730003,72.111229,3817200
2011-05-01,83.050003,83.199997,79.680000,82.379997,71.806122,3569800
2011-06-01,82.220001,82.349998,75.750000,80.419998,70.097710,5008000
2011-07-01,80.570000,82.970001,76.500000,77.660004,67.691963,6524300
2011-08-01,78.889999,78.889999,63.860001,72.250000,62.976387,9471600
2011-09-01,72.250000,72.839996,64.849998,65.099998,56.744099,3309300
2011-10-01,64.510002,76.040001,60.950001,73.620003,64.170509,4285100
2011-11-01,71.139999,75.129997,67.440002,73.169998,63.778263,3221600
2011-12-01,72.970001,74.720001,69.550003,71.940002,62.706165,3798800
2012-01-01,73.599998,78.000000,71.970001,76.739998,67.787064,3190200
2012-02-01,77.370003,81.029999,77.370003,80.059998,70.719742,3906700
2012-03-01,80.290001,82.500000,77.970001,81.580002,72.062408,4657700
2012-04-01,81.540001,82.550003,77.919998,81.070000,71.618912,3473800
2012-05-01,81.089996,82.260002,73.510002,75.309998,66.530418,4855700
2012-06-01,73.669998,77.449997,71.809998,77.199997,68.200073,3906100
2012-07-01,77.570000,78.480003,74.440002,77.230003,68.226601,3146200
2012-08-01,77.529999,80.849998,75.620003,79.589996,70.311447,2387200
2012-09-01,79.570000,84.199997,78.910004,81.160004,71.698441,2413100
2012-10-01,81.480003,82.959999,79.459999,80.230003,70.876862,2471700
2012-11-01,80.410004,82.269997,77.230003,81.519997,72.016472,3646700
2012-12-01,81.989998,84.250000,80.660004,82.440002,72.829224,4510500
2013-01-01,84.370003,88.419998,83.550003,87.860001,78.703903,5542800
2013-02-01,88.849998,90.040001,86.620003,88.930000,79.662361,4227500
2013-03-01,88.400002,92.970001,88.019997,92.889999,83.209702,3672800
2013-04-01,93.010002,94.500000,89.800003,94.500000,84.669525,4483600
2013-05-01,94.290001,99.889999,93.430000,96.250000,86.237473,4246700
2013-06-01,96.410004,97.489998,91.360001,95.139999,85.242981,5832900
2013-07-01,95.500000,101.260002,95.080002,100.580002,90.117073,4317400
2013-08-01,101.639999,102.449997,97.709999,97.959999,87.769615,3850700
2013-09-01,99.150002,104.870003,97.870003,102.480003,91.819412,5000300
2013-10-01,102.419998,107.199997,99.980003,105.910004,94.892624,5391900
2013-11-01,106.070000,108.849998,104.519997,108.089996,96.845825,4137700
2013-12-01,108.099998,110.230003,106.309998,110.019997,98.575058,7369300
2014-01-01,109.660004,111.139999,105.919998,107.389999,97.346184,6918600
2014-02-01,107.260002,114.440002,104.309998,113.900002,103.247345,5229200
2014-03-01,112.970001,115.510002,111.150002,113.580002,102.957260,6995600
2014-04-01,113.970001,115.360001,108.650002,112.610001,102.099716,5873000
2014-05-01,112.519997,115.269997,111.099998,115.230003,104.475166,4534700
2014-06-01,115.349998,118.879997,114.779999,118.669998,107.594093,4578500
2014-07-01,118.919998,119.860001,115.650002,115.730003,104.928482,5032800
2014-08-01,115.470001,121.250000,114.279999,121.169998,109.860771,5433700
2014-09-01,121.419998,122.000000,116.800003,117.309998,106.361031,6452100
2014-10-01,117.260002,121.419998,107.889999,121.300003,109.978645,10787200
2014-11-01,121.650002,125.480003,120.250000,124.739998,113.097572,5602500
