Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,83.940002,84.139999,83.769997,84.089996,77.223198,20459900
2011-02-01,83.980003,83.980003,83.559998,83.919998,77.067108,19351800
2011-03-01,83.809998,84.160004,83.699997,83.750000,76.973221,22574300
2011-04-01,83.610001,84.150002,83.599998,84.129997,77.378723,17282500
2011-05-01,84.070000,84.389999,84.040001,84.370003,77.661613,19243100
2011-06-01,84.320000,84.550003,84.239998,84.300003,77.658066,33909500
2011-07-01,84.279999,84.510002,84.190002,84.480003,77.884796,26815900
2011-08-01,84.400002,84.750000,84.379997,84.709999,78.153473,47040700
2011-09-01,84.680000,84.720001,84.500000,84.570000,78.080605,31044800
2011-10-01,84.519997,84.550003,84.349998,84.550003,78.111992,40747200
2011-11-01,84.540001,84.570000,84.480003,84.540001,78.148018,35655400
2011-12-01,84.500000,84.540001,84.400002,84.500000,78.155403,40515800
2012-01-01,84.489998,84.849998,84.449997,84.570000,78.297920,42940300
2012-02-01,84.529999,84.550003,84.370003,84.419998,78.159103,37696900
2012-03-01,84.349998,84.410004,84.180000,84.320000,78.095139,27251500
2012-04-01,84.330002,84.470001,84.239998,84.459999,78.257225,20186300
2012-05-01,84.430000,84.489998,84.370003,84.480003,78.303642,37731300
2012-06-01,84.489998,84.489998,84.339996,84.370003,78.227615,41753800
2012-07-01,84.349998,84.550003,84.349998,84.529999,78.401947,41688400
2012-08-01,84.529999,84.529999,84.370003,84.510002,78.407547,20978700
2012-09-01,84.510002,84.510002,84.419998,84.500000,78.422379,18179900
2012-10-01,84.480003,84.480003,84.349998,84.419998,78.370377,18389300
2012-11-01,84.349998,84.470001,84.349998,84.440002,78.409409,19234300
2012-12-01,84.430000,84.459999,84.389999,84.419998,78.390785,19236100
2013-01-01,84.400002,84.459999,84.370003,84.430000,78.438187,23276400
2013-02-01,84.419998,84.480003,84.389999,84.459999,78.466042,16639700
2013-03-01,84.449997,84.470001,84.389999,84.470001,78.494865,14588100
2013-04-01,84.389999,84.529999,84.389999,84.510002,78.548752,23325900
2013-05-01,84.500000,84.519997,84.349998,84.379997,78.444633,16532700
2013-06-01,84.370003,84.440002,84.139999,84.279999,78.367447,34310800
2013-07-01,84.260002,84.410004,84.190002,84.400002,78.494873,23686800
2013-08-01,84.360001,84.430000,84.190002,84.300003,78.417664,26069800
2013-09-01,84.209999,84.470001,84.050003,84.470001,78.592575,26085700
2013-10-01,84.440002,84.519997,84.320000,84.510002,78.646576,28336600
2013-11-01,84.470001,84.570000,84.440002,84.570000,78.719154,19381900
