Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,48.560001,48.880001,45.880001,46.490002,36.284428,334416800
2011-02-01,46.950001,47.720001,44.889999,46.410000,36.221985,496233400
2011-03-01,46.689999,49.090000,44.669998,48.950001,38.204388,527886500
2011-04-01,49.570000,50.720001,48.020000,50.599998,39.492184,339090700
2011-05-01,50.790001,50.919998,46.439999,49.110001,38.329273,462890700
2011-06-01,49.009998,49.169998,45.939999,48.619999,37.946831,385257600
2011-07-01,48.599998,49.650002,46.880001,48.320000,37.712700,375110700
2011-08-01,48.840000,48.869999,39.639999,43.930000,34.286396,803138400
2011-09-01,44.040001,44.360001,35.680000,35.830002,27.964520,749662400
2011-10-01,35.889999,43.930000,34.209999,41.529999,32.413254,614132700
2011-11-01,40.029999,42.869999,37.009998,40.820000,31.859112,414887000
2011-12-01,40.820000,41.389999,37.340000,38.209999,29.822071,439238500
2012-01-01,39.209999,42.939999,38.500000,42.330002,33.825653,421936100
2012-02-01,42.990002,45.270000,42.930000,44.630001,35.663563,469366400
2012-03-01,44.810001,45.209999,42.340000,43.470001,34.736618,413560800
2012-04-01,43.369999,44.160000,41.509998,42.560001,34.009445,440605400
2012-05-01,42.619999,43.220001,37.130001,38.020000,30.381559,534471300
2012-06-01,37.259998,40.259998,36.939999,39.930000,31.907825,491721300
2012-07-01,39.860001,40.709999,37.990002,40.009998,31.971752,440896500
2012-08-01,40.439999,41.709999,39.340000,40.110001,32.051666,409576900
2012-09-01,40.150002,43.689999,39.529999,41.720001,33.338211,404434400
2012-10-01,42.080002,42.700001,41.119999,41.490002,33.567604,339173800
2012-11-01,41.820000,42.430000,40.189999,42.020000,33.996410,399768500
2012-12-01,42.330002,44.610001,42.009998,44.529999,36.027138,395201100
2013-01-01,45.130001,45.540001,44.099998,44.560001,36.423500,400849700
2013-02-01,44.810001,44.970001,42.980000,43.509998,35.565220,367534500
2013-03-01,43.380001,44.470001,42.049999,42.900002,35.066612,339773900
2013-04-01,42.880001,43.880001,41.230000,43.759998,35.818729,374194300
2013-05-01,43.700001,44.810001,41.520000,41.540001,34.001602,330801400
2013-06-01,41.720001,42.259998,36.020000,38.790001,31.750658,612818800
2013-07-01,39.000000,40.529999,37.340000,39.060001,32.404861,464318500
2013-08-01,39.500000,40.290001,36.950001,37.720001,31.293177,381009400
2013-09-01,38.209999,43.009998,37.810001,40.130001,33.292549,431374200
2013-10-01,40.400002,43.160000,40.389999,41.869999,35.025314,380249400
2013-11-01,41.919998,42.470001,39.750000,41.480000,34.699062,342896800
2013-12-01,41.380001,41.580002,39.799999,41.139999,34.414646,418941800
2014-01-01,40.509998,40.529999,37.189999,37.669998,31.681915,479553100
2014-02-01,37.500000,39.369999,36.650002,38.889999,32.707989,389959300
2014-03-01,38.189999,40.799999,37.560001,40.580002,34.129341,378001100
2014-04-01,40.970001,41.930000,40.119999,40.939999,34.525097,330416900
2014-05-01,40.849998,43.020000,40.689999,42.209999,35.596104,250514400
2014-06-01,42.400002,43.889999,42.320000,43.130001,36.371944,217955300
2014-07-01,43.360001,45.169998,43.360001,43.720001,37.227970,219487900
2014-08-01,43.849998,45.860001,43.169998,45.400002,38.658504,195048900
2014-09-01,45.430000,46.490002,41.430000,41.709999,35.516430,255884200
2014-10-01,41.570000,42.730000,40.000000,42.639999,36.688515,330221200
2014-11-01,42.500000,43.130001,41.529999,42.169998,36.284122,181159800
2014-12-01,41.709999,41.720001,37.299999,40.020000,34.434208,365349700
2015-01-01,39.950001,42.040001,38.549999,39.939999,34.516773,274521100
2015-02-01,40.400002,42.040001,40.080002,41.799999,36.124218,218246000
2015-03-01,41.730000,41.750000,38.990002,40.869999,35.320488,259215300
2015-04-01,41.290001,45.080002,41.200001,43.900002,38.004875,233901400
2015-05-01,44.060001,44.430000,42.330002,42.340000,36.654366,189895800
2015-06-01,42.500000,42.639999,40.320000,40.880001,35.390423,261878200
2015-07-01,41.070000,41.290001,37.419998,38.320000,33.481758,295632600
2015-08-01,37.910000,38.270000,30.900000,34.540001,30.179018,508323700
2015-09-01,33.590000,36.000000,31.889999,33.090000,28.912090,509330300
2015-10-01,33.340000,36.529999,32.930000,34.840000,30.859407,384202400
2015-11-01,35.130001,36.299999,33.590000,34.040001,30.150818,328520500
2015-12-01,34.189999,34.299999,31.510000,32.709999,28.972769,508047600
2016-01-01,31.840000,31.969999,27.980000,30.830000,27.441246,501785900
2016-02-01,30.309999,31.459999,28.900000,30.730000,27.352236,424643900
2016-03-01,31.360001,34.930000,31.330000,34.580002,30.779057,359546900
2016-04-01,34.009998,35.830002,33.200001,34.930000,31.143696,295328800
2016-05-01,34.919998,34.919998,32.250000,33.799999,30.136190,329028200
2016-06-01,33.689999,35.520000,32.779999,35.230000,31.411171,443249700
2016-07-01,35.369999,37.099998,34.250000,37.040001,33.244514,270499700
2016-08-01,37.080002,38.669998,36.410000,37.330002,33.504799,335146300
2016-09-01,37.340000,38.869999,36.130001,37.630001,33.774059,359301400
2016-10-01,37.700001,38.380001,36.750000,37.750000,34.290848,272804000
2016-11-01,37.889999,38.189999,34.779999,36.220001,32.901043,423508000
2016-12-01,36.119999,36.880001,34.709999,35.779999,32.501358,300376300
2017-01-01,36.180000,38.150002,36.029999,37.840000,34.538425,255173000
2017-02-01,38.090000,39.779999,37.840000,38.689999,35.314251,191015200
2017-03-01,39.029999,40.630001,38.119999,39.720001,36.254383,319743400
2017-04-01,39.930000,40.529999,39.259998,40.340000,36.885822,214099900
2017-05-01,40.480000,41.360001,39.619999,40.740002,37.251572,263799200
2017-06-01,40.840000,41.279999,40.290001,40.830002,37.333874,220740700
2017-07-01,41.009998,43.130001,40.430000,43.009998,39.574230,211882500
2017-08-01,43.200001,44.410000,42.220001,44.299999,40.761189,201334100
2017-09-01,44.500000,45.270000,42.910000,43.570000,40.089500,196701200
2017-10-01,43.529999,45.330002,43.529999,44.630001,41.546124,209274900
2017-11-01,44.919998,45.840000,43.759998,44.480000,41.406487,235621100
2017-12-01,44.250000,46.139999,43.299999,45.910000,42.737675,215391200
2018-01-01,46.529999,50.990002,46.450001,49.840000,46.616566,291203900
2018-02-01,49.560001,49.750000,44.340000,47.169998,44.119244,401815100
2018-03-01,47.570000,48.869999,45.820000,46.980000,43.941536,272595700
2018-04-01,46.740002,47.200001,45.020000,45.680000,42.808674,227508000
2018-05-01,45.389999,46.580002,43.959999,44.610001,41.805935,251209700
2018-06-01,44.830002,45.830002,41.029999,42.200001,39.547417,314880100
2018-07-01,41.570000,44.139999,41.419998,43.880001,41.388241,254999100
2018-08-01,43.520000,43.740002,40.330002,42.040001,39.652729,307643400
2018-09-01,41.240002,41.930000,39.470001,41.000000,38.671787,263316400
2018-10-01,41.230000,41.240002,36.349998,37.860001,36.123150,482818700
