Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,27.830000,28.680000,26.900000,28.530001,27.720127,55325200
2011-02-01,28.639999,29.809999,28.270000,29.719999,28.876345,41902100
2011-03-01,29.900000,30.670000,28.209999,30.510000,29.643923,52501200
2011-04-01,30.559999,31.990000,30.410000,31.900000,30.994463,42986700
2011-05-01,31.730000,32.020000,28.260000,30.250000,29.391300,75236900
2011-06-01,30.260000,30.680000,27.959999,28.959999,28.137920,56027000
2011-07-01,28.809999,30.920000,28.700001,30.280001,29.420450,42839900
2011-08-01,30.719999,30.730000,27.480000,30.160000,29.303858,71835000
2011-09-01,30.090000,30.209999,25.670000,25.750000,25.019041,70803600
2011-10-01,25.309999,28.450001,25.190001,27.719999,26.933121,51277700
2011-11-01,27.040001,28.549999,26.600000,27.639999,26.855389,35682800
2011-12-01,27.559999,27.959999,25.920000,26.840000,26.078100,41026500
2012-01-01,27.350000,28.260000,26.690001,27.830000,27.039997,62097400
2012-02-01,27.940001,29.740000,27.740000,29.320000,28.487700,46579600
2012-03-01,29.400000,29.930000,28.350000,28.799999,27.982462,45678100
2012-04-01,28.600000,29.209999,27.730000,28.410000,27.603533,29356900
2012-05-01,28.320000,28.500000,25.180000,25.240000,24.523520,59189800
2012-06-01,24.889999,25.870001,24.120001,25.750000,25.019041,62544400
2012-07-01,25.660000,27.770000,25.420000,27.250000,26.476461,43060800
2012-08-01,27.330000,28.959999,26.980000,28.790001,27.972746,46636500
2012-09-01,29.020000,29.860001,27.950001,28.680000,27.865870,54378100
2012-10-01,28.850000,29.000000,27.320000,27.559999,26.777660,40441100
2012-11-01,27.660000,28.190001,27.080000,28.100000,27.302334,35392100
2012-12-01,28.360001,28.379999,27.299999,27.780001,26.991417,37017700
2013-01-01,28.110001,28.500000,27.350000,28.469999,27.661829,44339300
2013-02-01,28.559999,28.730000,27.100000,27.129999,26.359867,45515400
2013-03-01,26.879999,27.580000,26.730000,27.309999,26.534758,45964400
2013-04-01,27.190001,27.400000,25.490000,26.270000,25.524281,46524800
2013-05-01,25.809999,26.580000,25.700001,25.860001,25.125921,46172200
2013-06-01,26.120001,26.600000,25.090000,25.129999,24.416641,47112300
2013-07-01,25.340000,26.299999,25.209999,25.930000,25.193933,36908600
2013-08-01,26.049999,27.110001,25.299999,26.660000,25.903210,36443900
2013-09-01,26.809999,26.860001,25.610001,25.760000,25.028759,70908100
2013-10-01,25.580000,26.379999,25.430000,25.750000,25.019041,41165500
2013-11-01,25.559999,25.620001,25.000000,25.510000,24.785854,33511800
2013-12-01,25.430000,25.920000,25.160000,25.660000,24.931597,58614100
2014-01-01,25.510000,25.549999,24.629999,24.879999,24.173738,37440800
2014-02-01,24.879999,26.340000,24.820000,26.129999,25.388252,37729800
2014-03-01,26.530001,26.590000,25.680000,26.120001,25.378540,34332000
2014-04-01,26.059999,26.719999,25.690001,26.410000,25.660307,27562500
2014-05-01,26.200001,26.469999,25.990000,26.030001,25.291094,30469500
2014-06-01,25.980000,26.940001,25.799999,26.580000,25.825480,42544600
2014-07-01,26.500000,26.530001,25.299999,25.320000,24.601248,45090300
2014-08-01,25.219999,25.430000,24.700001,25.030001,24.319481,25108600
2014-09-01,24.850000,24.879999,23.160000,23.219999,22.560860,25923100
2014-10-01,23.209999,23.379999,21.809999,22.320000,21.686407,58967900
2014-11-01,22.250000,22.370001,20.370001,20.420000,19.840343,38753900
2014-12-01,20.350000,20.850000,18.219999,18.450001,17.926266,106882000
2015-01-01,18.270000,18.379999,16.840000,17.400000,16.906071,50875400
2015-02-01,17.570000,18.410000,17.400000,18.170000,17.654213,51398100
2015-03-01,18.070000,18.120001,16.709999,17.070000,16.585438,38752700
2015-04-01,17.129999,18.290001,17.090000,18.290001,17.770807,29405800
2015-05-01,18.190001,18.680000,17.299999,17.709999,17.207270,35298900
2015-06-01,17.680000,18.080000,17.280001,18.000000,17.489038,29954100
2015-07-01,17.860001,17.940001,15.720000,15.730000,15.283476,47769600
2015-08-01,15.550000,15.820000,14.330000,15.690000,15.244612,49915900
2015-09-01,15.490000,15.580000,14.900000,15.150000,14.719940,31806900
2015-10-01,15.320000,15.860000,14.860000,15.200000,14.768521,37280100
2015-11-01,15.100000,15.440000,14.050000,14.190000,13.787192,36900200
2015-12-01,14.300000,14.410000,13.130000,13.360000,12.980753,72731500
2016-01-01,13.420000,13.510000,11.700000,12.780000,12.417217,51971600
2016-02-01,12.630000,12.810000,12.100000,12.750000,12.388069,47421900
2016-03-01,12.740000,13.730000,12.650000,13.290000,12.912740,54068600
2016-04-01,13.070000,14.630000,12.780000,14.580000,14.166121,49181700
2016-05-01,14.520000,14.890000,13.800000,14.710000,14.292431,59706700
2016-06-01,14.600000,15.590000,14.580000,15.350000,14.914264,50775800
2016-07-01,15.360000,15.550000,14.100000,14.280000,13.874638,41556800
2016-08-01,14.160000,15.200000,13.960000,14.390000,13.981516,56035800
2016-09-01,14.300000,15.040000,14.180000,15.010000,14.583916,34992500
2016-10-01,15.030000,15.450000,14.940000,14.960000,14.535335,41965800
2016-11-01,15.170000,15.350000,14.270000,15.210000,14.778238,71894400
2016-12-01,15.460000,15.890000,15.400000,15.840000,15.390354,45407200
2017-01-01,15.970000,16.080000,15.490000,15.750000,15.302909,87742700
2017-02-01,15.800000,16.070000,15.600000,15.720000,15.273761,41748600
2017-03-01,15.810000,15.850000,14.700000,15.210000,14.778238,53019400
2017-04-01,15.250000,15.650000,14.710000,14.800000,14.379876,49194500
2017-05-01,14.810000,15.210000,14.240000,14.590000,14.175838,40050200
2017-06-01,14.590000,14.610000,13.690000,14.450000,14.039812,34393800
2017-07-01,14.510000,15.050000,14.150000,15.040000,14.613063,27136100
2017-08-01,14.950000,15.100000,14.480000,15.100000,14.671361,31315700
2017-09-01,15.060000,15.680000,15.010000,15.400000,14.962844,27824100
2017-10-01,15.250000,16.219999,15.180000,16.010000,15.555530,24380000
2017-11-01,16.110001,16.549999,15.960000,16.160000,15.701270,60045400
2017-12-01,16.250000,16.670000,15.730000,16.610001,16.138496,46746200
2018-01-01,16.680000,17.290001,16.639999,17.100000,16.614588,98766100
2018-02-01,17.120001,17.280001,16.010000,16.600000,16.128780,70455100
2018-03-01,16.520000,17.020000,16.410000,16.980000,16.497993,51403600
2018-04-01,16.940001,17.680000,16.580000,17.559999,17.061529,50522900
2018-05-01,17.469999,18.469999,17.379999,18.030001,17.518188,52621300
2018-06-01,17.940001,17.969999,17.090000,17.680000,17.178123,59727300
2018-07-01,17.540001,17.639999,16.620001,17.250000,16.760330,56760800
2018-08-01,17.059999,17.469999,16.559999,17.379999,16.886639,47572800
2018-09-01,17.400000,18.020000,16.980000,17.969999,17.459890,28513800
2018-10-01,17.990000,18.650000,16.959999,16.959999,16.478559,49538000
2018-11-01,17.040001,17.090000,15.150000,15.290000,14.855967,53956500
2018-12-01,15.670000,15.940000,14.340000,14.490000,14.078676,52053000
2019-01-01,14.320000,15.730000,14.320000,15.520000,15.275303,59480300
2019-02-01,15.550000,16.150000,15.310000,15.960000,15.708364,29344800
2019-03-01,15.950000,16.180000,15.560000,15.900000,15.649310,19125700
2019-04-01,16.000000,16.360001,15.950000,16.090000,15.836315,17050300
2019-05-01,16.070000,16.110001,15.120000,15.130000,14.891451,17572400
2019-06-01,15.260000,16.000000,14.800000,15.730000,15.481991,22589300
2019-07-01,15.890000,16.090000,15.320000,15.550000,15.304830,19657800
2019-08-01,15.450000,15.450000,14.590000,14.830000,14.596181,22624900
2019-09-01,14.670000,15.950000,14.640000,15.040000,14.802870,19845600
2019-10-01,15.060000,15.640000,14.730000,15.330000,15.088298,23801800
2019-11-01,15.420000,15.790000,15.260000,15.310000,15.068613,20143900
2019-12-01,15.390000,16.180000,15.230000,15.950000,15.698523,22127100
2020-01-01,15.970000,16.299999,14.500000,14.580000,14.580000,34921100
2020-02-01,14.460000,14.960000,13.460000,13.610000,13.610000,25862600
2020-03-01,13.730000,14.120000,10.410000,11.250000,11.250000,57005000
2020-04-01,11.110000,11.840000,10.460000,10.900000,10.900000,29610900
2020-05-01,10.810000,11.840000,10.660000,11.780000,11.780000,17219300
2020-06-01,11.730000,12.520000,11.720000,12.310000,12.310000,21433400
2020-07-01,12.380000,12.910000,12.270000,12.830000,12.830000,16010600
